Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Structure	Adjacency	Type of Antecedent	Relativizer	RCSubj	RCSubjType	RClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
91235:24	"i'm trying *-1 to think the last actual book 0 i read *t*-2 that *t*-3 wasn't,"	the last actual book 0 i read *t*-2 that *t*-3 wasn't	0 i read *t*-2	I	am	the	book	nonempty	other	adjacent	unique	0	i	1pro	2		1284	" ""MALE"""	1968	22	" ""SOUTH MIDLAND"""	2	" ""CASH"""	40	55	A	3072	310	VACATION SPOTS	2	1	1
93478:24	i don't want *-1 to do anything 0 i have *-2 to do *t*-3.	anything 0 i have *-2 to do *t*-3	0 i have *-2 to do *t*-3	I	want	anything	anything	empty	other	adjacent	pronoun	0	i	1pro	4		1279	" ""MALE"""	1935	55	" ""SOUTH MIDLAND"""	2	" ""CASH"""	65	90	A	3082	331	FAMILY REUNIONS	1	1	1
95406:92	"and i guess 0 you'd report that to a supervisor, maybe anonymously or something because i, i would feel very uncomfortable *-1 working with someone 0 i knew 0 *t*-2 was using either illegal drugs or abusing alcohol,"	someone 0 i knew 0 *t*-2 was using either illegal drugs or abusing alcohol	0 i knew 0 *t*-2 was using either illegal drugs or abusing alcohol	I	feel	someone	someone	empty	other	adjacent	pronoun	0	i	1pro	11		1290	" ""FEMALE"""	1952	38	" ""NORTHERN"""	3	" ""CASH"""	79	148	A	3093	310	VACATION SPOTS	1	1	1
97256:32	"well, such as things for learning gives the child stimulation 0 i think 0 *t*-1 is important."	stimulation 0 i think 0 *t*-1 is important	0 i think 0 *t*-1 is important		gives	stimulation	stimulation	nonempty	other	adjacent	indefinite	0	i	1pro	4	"This sentence is nonstandard, and I don't know the matrix sentence. It could also be copula"	1286	" ""FEMALE"""	1957	33	" ""MIXED"""	1	" ""CASH"""	70	115	B	3108	348	MOVIES	2	2	2
62434:45	and we struck an agreement with the people who *t*-1 said * change the casing 0 it comes in *t*-2 so that we could put in extra boards.	the casing 0 it comes in *t*-2	0 it comes in *t*-2	we	came	the	casing	nonempty	other	adjacent	definite	0	it	3pro	3		1251	" ""FEMALE"""	1945	45	" ""NORTHERN"""	2	" ""CASH"""	116	245	B	2667	356	EXERCISE AND FITNESS	1	1	1
63686:45	"i, i guess 0 rowlett's done a lot for the size town 0 it is *t*-1."	the size town 0 it is *t*-1	0 it is *t*-1	rowlett	done	the	town	nonempty	other	adjacent	definite	0	it	3pro	2		1031	" ""FEMALE"""	1940	50	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	190	306	A	2676	313	WEATHER CLIMATE	3	3	3
36225:15	"i remember, 0 the company 0 my dad worked for *t*-1, the people there went on strike against the management."	the company 0 my dad worked for *t*-1	0 my dad worked for *t*-1	the people there	went	the	company	nonempty	other	adjacent	definite	0	my dad	other	4		1230	" ""FEMALE"""	1961	29	" ""MIXED"""	2	" ""GIFT"""	74	226	B	2445	321	CAMPING	2	2	2
128835:51	"it was 0 a moving man pulled right up to her house, broke in and stole everything 0 she owned *t*-1."	everything 0 she owned *t*-1	0 she owned *t*-1	it	was	everything	everything	empty	other	adjacent	pronoun	0	she	3pro	2	"The top clause is a cleft, but the clause containing the non-subject RC is not"	1438	" ""MALE"""	1959	31	" ""NORTH MIDLAND"""	3	" ""CASH"""	32	66	B	3509	322	CAPITAL PUNISHMENT	4	1	3
135597:12	* sounds like something 0 she would write *t*-1.	something 0 she would write *t*-1	0 she would write *t*-1	*	sounds	something	something	empty	other	adjacent	pronoun	0	she	3pro	3		1315	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	3	" ""CASH"""	54	89	B	3633	366	CONSUMER GOODS	3	2	1
175423:9	* imagine the guilt 0 that person would have *t*-1.	the guilt 0 that person would have *t*-1	0 that person would have *t*-1		imagine	the	guilt	nonempty	other	adjacent	unique	0	that person	other	4		1190	" ""MALE"""	1941	49	" ""NYC"""	3	" ""GIFT"""	13	22	A	4936	370	WOODWORKING	2	1	1
127299:38	"a friend of mine, uh, suggested swimming as *-1 being the best exercise 0 there is *t*-2."	the best exercise 0 there is *t*-2	0 there is *t*-2	swimming	being	the	exercise	nonempty	other	adjacent	unique	0	there	3pro	2		1367	" ""FEMALE"""	1955	35	" ""NYC"""	2	" ""CASH"""	14	19	B	3487	324	CHOOSING A COLLEGE	5	3	3
40897:12	"i looked in every day care 0 there was *t*-1 in lewisville,"	every day care 0 there was *t*-1 in lewisville	0 there was *t*-1 in lewisville	i	looked	every	care	nonempty	other	adjacent	pronoun	0	there	3pro	4		1231	" ""FEMALE"""	1956	34	" ""MIXED"""	3	" ""CASH"""	264	332	B	2485	331	FAMILY REUNIONS	2	1	1
7096:38:00	"well, and some people use one credit card *-1 to pay for another credit card 0 they own *t*-2,"	another credit card 0 they own *t*-2	0 they own *t*-2	some people	pay	another	card	nonempty	other	adjacent	indefinite	0	they	3pro	2	This could arguably be possessive because they have the credit card….	1123	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	3	" ""CASH"""	90	110	A	2067	304	CREDIT CARD USE	2	3	1
100132:67	"and oh, i wish 0 everybody could go that direction rather than *-1 just all of a sudden moving out of the home 0 they've always been in *t*-2."	the home 0 they've always been in *t*-2	0 they've always been in *t*-2	everybody	could	the	home	nonempty	other	adjacent	definite	0	they	3pro	4		1286	" ""FEMALE"""	1957	33	" ""MIXED"""	1	" ""CASH"""	29	26	B	3135	323	CHILD CARE	2	1	1
121007:85	"i heard someone say that, uh, if they would just, something about with the, uh, the defense budget, all that extra money 0 they're throwing *t*-1 back, if they cut back by so much percentage, it could throw back about six hundred dollars, on an average, six hundred dollars,"	all that extra money 0 they're throwing *t*-1 back	0 they're throwing *t*-1 back	they	cut	all	money	nonempty	other	adjacent	definite	0	they	3pro	3	"Counted ""this"" and ""that"" as definite."	1371	" ""FEMALE"""	1970	20	" ""NORTHERN"""	2	" ""CASH"""	76	112	B	3368	336	RIGHT TO PRIVACY	2	1	1
132574:64	"but, uh, now people with the lowest income pay a hundred percent almost of, you know, taxes on everything 0 they buy *t*-1,"	everything 0 they buy *t*-1	0 they buy *t*-1	people with the lowest income	pay	everything	everything	empty	other	adjacent	pronoun	0	they	3pro	2		1402	" ""MALE"""	1924	66	" ""SOUTHERN"""	3	" ""CASH"""	66	120	B	3573	320	BUYING A CAR	1	1	1
138852:71	"uh, i don't remember what they call it *t*-1, sort of like a positive, negatives or some, some kind of word 0 they use *t*-2 when a, uh, you get a, uh, a positive indication of drugs *t*-3, but there's not really, there weren't really any there *t*-3."	"some kind of word 0 they use *t*-2 when a, uh, you get a, uh, a positive indication of drugs *t*-3, but there's not really, there weren't really any there *t*-3"	"0 they use *t*-2 when a, uh, you get a, uh, a positive indication of drugs *t*-3, but there's not really, there weren't really any there *t*-3"	i	remember	some	kind	empty	other	adjacent	indefinite	0	they	3pro	20	"Did not count ""um"" and ""uh"" in RC length, but did count repeated words. "	1424	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	84	115	B	3697	318	AUTO REPAIRS	1	1	1
144688:36	"it seems *-1 to take more than, uh, for any little thing 0 they do *t*-2,"	any little thing 0 they do *t*-2	0 they do *t*-2	it	take	any	thing	empty	other	adjacent	indefinite	0	they	3pro	2		1461	" ""FEMALE"""	1962	28	" ""WESTERN"""	2	" ""CASH"""	51	88	A	3850	339	TV PROGRAMS	1	1	1
146786:14	do they save like the paper 0 they they use *t*-1 at the office paper.	the paper 0 they they use *t*-1 at the office paper	0 they they use *t*-1 at the office paper	they	save	the	paper	nonempty	other	adjacent	definite	0	they	3pro	7		1446	" ""MALE"""	1969	21	" ""SOUTH MIDLAND"""	2	" ""CASH"""	63	92	A	3988	308	MUSIC	1	1	1
154171:152	"i know of cases where, uh, we have one television media where they will show clippings from one event and describe another event but, with the the attempt * to give you the impression that what they're talking about *t*-1 is the same thing 0 they are showing you *t*-2. which *t*-4 is sort of like a deliberate bias *t*-5. which *t*-7 is which *t*-3 is rather disturbing *t*-6."	the same thing 0 they are showing you *t*-2	0 they are showing you *t*-2	they	show	the	thing	empty	other	adjacent	definite	0	they	3pro	4		1551	" ""MALE"""	1962	28	" ""NORTH MIDLAND"""	3	" ""GIFT"""	14	17	B	4114	302	AIR POLLUTION	2	2	2
157683:154	"some of them did say that, you know, when they were the only one left * opposing the verdict *t*-1, uh, you know, everyone was getting on them so, so heavily that eventually they just gave in *-4 knowing that nothing 0 they could do *t*-2 could stop it from * either being the verdict 0 everyone else was trying for *t*-3 or a hung jury because the one vote doesn't mean anything except the ability * to not have a verdict."	nothing 0 they could do *t*-2	0 they could do *t*-2	nothing 0 they could do *t*-2	gave	nothing	nothing	empty	other	adjacent	pronoun	0	they	3pro	3		1599	" ""FEMALE"""	1963	27	" ""NORTHERN"""	2	" ""CASH"""	5	8	A	4168	308	MUSIC	1	2	1
159415:25	they can go right on *-1 doing the same old thing 0 they always used *-2 to *?* *t*-3.	the same old thing 0 they always used *-2 to *?* *t*-3	0 they always used *-2 to *?* *t*-3	they	go	the	thing	empty	other	adjacent	definite	0	they	3pro	4		1199	" ""MALE"""	1941	49	" ""SOUTHERN"""	3	" ""CASH"""	17	26	A	4311	323	CHILD CARE	2	1	3
160023:62	"and they'll, uh, and they'll send me, you know a check for the amount 0 they withheld *t*-1."	the amount 0 they withheld *t*-1	0 they withheld *t*-1	they	send	the	amount	nonempty	other	adjacent	definite	0	they	3pro	2		1592	" ""MALE"""	1967	23	" ""SOUTHERN"""	3	" ""CASH"""	17	30	A	4316	312	CRIME	2	3	2
166954:77	"and, uh, but i think that it can be helpful in that, uh, it gets people the level of physical care 0 they need *t*-1. uh,"	physical care 0 they need *t*-1. uh	0 they need *t*-1. uh	it	gets	physical	care	nonempty	other	adjacent	definite	0	they	3pro	2		1537	" ""MALE"""	1971	19	" ""SOUTHERN"""	3	" ""CASH"""	19	38	A	4572	336	RIGHT TO PRIVACY	3	1	1
167151:29	"and states c-, can use all the revenue 0 they can get *t*-1."	all the revenue 0 they can get *t*-1	0 they can get *t*-1	states	use	all	revenue	nonempty	other	adjacent	definite	0	they	3pro	3		1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	6	10	B	4608	312	CRIME	3	1	1
171450:27	"and, uh the, uh, the blade 0 they sent me *t*-2 at first that *t*-1 went into the machine, it looked, you know, perfectly okay"	the blade 0 they sent me *t*-2 at first that *t*-1 went into the machine	0 they sent me *t*-2 at first	it	looked	the	blade	nonempty	other	adjacent	definite	0	they	3pro	5		1437	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	73	92	A	4733	353	PUBLIC EDUCATION	2	1	1
174916:6	although the literature 0 they give *t*-1 with you says yeah we do this	the literature 0 they give *t*-1 with you	0 they give *t*-1 with you	the literature 0 they give *t*-1 with you	says	the	literature	nonempty	other	adjacent	definite	0	they	3pro	4		1165	" ""MALE"""	1937	53	" ""NORTHERN"""	2	" ""NONE"""	37	58	A	4890	341	TRIAL BY JURY	1	2	1
175136:5	"and the money 0 they do have *t*-1, they're not, they do not use it wisely."	the money 0 they do have *t*-1	0 they do have *t*-1	they	use	the	money	nonempty	other	adjacent	definite	0	they	3pro	3		1165	" ""MALE"""	1937	53	" ""NORTHERN"""	2	" ""NONE"""	8	12	A	4908	335	RECYCLING	2	1	1
24444:59	"i think 0 that's why, you know, children really need *-1 to think about the field 0 they're going * to, going into *t*-2, and i mean, spend a lot of serious reading before they, i mean, not just * thinking about *t*-3."	"the field 0 they're going * to, going into *t*-2"	"0 they're going * to, going into *t*-2"	*-1	think	the	field	nonempty	other	adjacent	definite	0	they	3pro	6	"Counted the repeated words in the RC length. Could be a copula, but it doesn't appear that they ""is"" part is in the matrix to me. "	1059	" ""MALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	72	194	B	2316	353	PUBLIC EDUCATION	3	2	3
24820:38	"so, you know, i, i like the concept 0 they've got *t*-1 now where they have more directed education *t*-2, you know,"	the concept 0 they've got *t*-1 now where they have more directed education *t*-2	0 they've got *t*-1 now	i	like	the	concept	nonempty	other	adjacent	definite	0	they	3pro	3		1170	" ""MALE"""	1952	38	" ""WESTERN"""	3	" ""CASH"""	41	81	A	2330	313	WEATHER CLIMATE	1	1	2
25682:25	"after a short period, once you learn everything 0 they've got *t*-1 0 * to offer *t*-2, then you've basically tapped your resources there."	everything 0 they've got *t*-1 0 * to offer *t*-2	0 they've got *t*-1	you	learn	everything	everything	empty	other	adjacent	pronoun	0	they	3pro	4		1071	" ""FEMALE"""	1951	39	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	152	272	B	2334	304	CREDIT CARD USE	2	2	1
35361:131	"that, uh, in addition to * getting a new car there, they can get you a car that *t*-1's new but *t*-1 it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal 0 they can give you *t*-1 for a new car."	the best deal 0 they can give you *t*-1 for a new car	0 they can give you *t*-1	they	getting	the	deal	nonempty	other	adjacent	unique	0	they	3pro	8		1151	" ""MALE"""	1953	37	" ""SOUTHERN"""	3	" ""CASH"""	77	114	A	2441	327	UNIVERSAL PBLIC SERV	3	3	1
45091:17	"uh, they can declare anything 0 they want *t*-1"	anything 0 they want *t*-1	0 they want *t*-1	they	can	anything	anything	empty	other	adjacent	pronoun	0	they	3pro	2		1073	" ""MALE"""	1967	23	" ""NORTHERN"""	3	" ""CASH"""	30	30	B	2521	307	FOOTBALL	3	1	2
4990:154	"and one of the things that *t*-1's in their culture that i really think 0 the major corporations should pay attention to *t*-2, is the fact that, while japan was becoming a great power, financially, the people that *t*-3 worked for those companies, worked for the same company 0 they worked for *t*-4 at sixty-five, as they did when they were eighteen *t*-5."	"the same company 0 they worked for *t*-4 at sixty-five, as they did when they were eighteen *t*-5"	0 they worked for *t*-4 at sixty-five	the people that *t*-3 worked for those companies	is	the	company	nonempty	other	adjacent	unique	0	they	3pro	5	I counted 65 as one word.	1000	" ""FEMALE"""	1954	36	" ""SOUTH MIDLAND"""	1	" ""CASH"""	113	187	A	2051	312	CRIME	1	1	1
54254:24	"you know, the israelis can do anything 0 they want *t*-1"	anything 0 they want *t*-1	0 they want *t*-1	the israelis	do	anything	anything	empty	other	adjacent	pronoun	0	they	3pro	2		1042	" ""FEMALE"""	1938	52	" ""NEW ENGLAND"""	1	" ""CASH"""	171	359	B	2598	348	MOVIES	1	1	1
55024:20	everybody keeps *-1 talking about the reconstruction 0 they're going through *t*-2 and new players and how next year is going *-3 to be even bigger and better than the previous year *t*-4.	the reconstruction 0 they're going through *t*-2	0 they're going through *t*-2	everyone	talking	the	reconstruction	nonempty	other	adjacent	definite	0	they	3pro	3		1093	" ""FEMALE"""	1960	30	" ""NORTH MIDLAND"""	2	" ""GIFT"""	113	177	A	2603	356	EXERCISE AND FITNESS	2	1	1
55315:47	"they used them in afghanistan, did re-, remarkably well considering the terrain 0 they were flying in *t*-1."	the terrain 0 they were flying in *t*-1	0 they were flying in *t*-1	they	used	the	terrain	nonempty	other	adjacent	definite	0	they	3pro	4		1211	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""CASH"""	63	98	A	2604	327	UNIVERSAL PBLIC SERV	2	1	1
65175:58	"when i find an author 0 i really like *t*-1 *t*-2, i try *-3 to read everything 0 they write *t*-4. because you, you get used to their style and you really enjoy it."	everything 0 they write *t*-4	0 they write *t*-4	i	try	everything	everything	empty	other	adjacent	pronoun	0	they	3pro	2		1002	" ""FEMALE"""	1963	27	" ""SOUTHERN"""	2	" ""GIFT"""	3	4	B	2710	304	CREDIT CARD USE	2	1	1
66422:31	"and, uh, when the guy came out with the bag 0 they thought 0 *t*-2 was money *t*-3, it turned out *-1 to be a couple cookies, and, uh, you know, jumbo cookies"	the bag 0 they thought 0 *t*-2 was money	0 they thought 0 *t*-2 was money	the guy	came	the	bag	nonempty	other	adjacent	definite	0	they	3pro	4		1237	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	2	" ""CASH"""	52	104	A	2724	356	EXERCISE AND FITNESS	2	2	2
80637:39	"i mean, i, i don't believe everything 0 they say *t*-1,"	everything 0 they say *t*-1	0 they say *t*-1	i	believe	everything	everything	empty	other	adjacent	pronoun	0	they	3pro	2		1236	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	171	315	A	2913	348	MOVIES	2	2	1
85668:32	"i mean * look at, you know, the leader 0 they had *t*-1."	the leader 0 they had *t*-1	0 they had *t*-1			the	leader	nonempty	other	adjacent	definite	0	they	3pro	2	"I counted this as a lone head because it appears that the matrix sentence should follow this utterance.   I changed it to other, b/c it's the object of ""look at""."	1281	" ""FEMALE"""	1955	35	" ""NEW ENGLAND"""	3	" ""CASH"""	166	262	B	3020	310	VACATION SPOTS	1	1	1
85799:103	"they could make it, i-, i-, provide health insurance to, to people who *t*-2 couldn't afford it just by the money 0 they would save *t*-1."	the money 0 they would save *t*-1	0 they would save *t*-1	it	provide	the	money	nonempty	other	adjacent	definite	0	they	3pro	3		1279	" ""MALE"""	1935	55	" ""SOUTH MIDLAND"""	2	" ""CASH"""	55	75	A	3021	314	GUN CONTROL	1	1	1
98797:34	"i, i think about, well, the dress code 0 they have *t*-1 for the kids, you know."	the dress code 0 they have *t*-1 for the kids	0 they have *t*-1 for the kids	i	think	the	code	nonempty	other	adjacent	definite	0	they	3pro	5		1290	" ""FEMALE"""	1952	38	" ""NORTHERN"""	3	" ""CASH"""	111	217	A	3124	313	WEATHER CLIMATE	3	4	3
3668:36:00	"or we, you know, we do everything 0 we can possibly *?* *t*-1 as a family."	everything 0 we can possibly *?* *t*-1	0 we can possibly *?* *t*-1	we	do	everything	everything	empty	other	adjacent	pronoun	0	we	1pro	6		1176	" ""FEMALE"""	1959	31	" ""MIXED"""	2	" ""CASH"""	7	9	A	2035	358	FAMILY LIFE	1	1	1
3781:03:00	"the one 0 we went in *t*-1 had, uh,"	the one 0 we went in *t*-1	0 we went in *t*-1	the one 0 we went in *t*-1	had	the	one	empty	other	adjacent	definite	0	we	1pro	3	"Without the ""had,"" this is a lone phrase. Should I count it as a lone phrase because the sentence is not finished? No, it's the subject of had, so other."	1107	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""GIFT"""	46	84	B	2035	358	FAMILY LIFE	1	1	1
9900:49:00	"and they can become very quickly a large financial burden, as, as one more stepchild 0 we have *-1 to carry *t*-2 around."	one more stepchild 0 we have *-1 to carry *t*-2 around	0 we have *-1 to carry *t*-2 around	they	become	one	stepchild	nonempty	other	adjacent	indefinite	0	we	1pro	5		1013	" ""FEMALE"""	1957	33	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	4	11	B	2104	338	SOVIET UNION	1	1	1
118807:33	"well, what do you think *t*-1 of, uh, this, uh, u s free trade agreement 0 we're working on *t*-2 with mexico?"	"this, uh, u s free trade agreement 0 we're working on *t*-2 with mexico"	0 we're working on *t*-2	you	think	this	agreement	nonempty	other	adjacent	definite	0	we	1pro	5	"Counted ""this"" and ""that"" as definite."	1376	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	2	" ""CASH"""	8	11	B	3345	349	NEWS MEDIA	1	2	2
119546:51	"well, * let me just start by *-2 asking what you think *t*-1 of this middle east affair 0 we've got *t*-3 going on?"	this middle east affair 0 we've got *t*-3 going on	0 we've got *t*-3 going on	you	think	this	affair	nonempty	other	adjacent	definite	0	we	1pro	4	"Counted ""this"" and ""that"" as definite."	1366	" ""FEMALE"""	1945	45	" ""WESTERN"""	2	" ""CASH"""	4	7	B	3353	321	CAMPING	1	1	1
127771:15	it came on after something 0 we used *-1 to watch *t*-2	something 0 we used *-1 to watch *t*-2	0 we used *-1 to watch *t*-2	it	came	something	something	empty	other	adjacent	pronoun	0	we	1pro	4		1345	" ""MALE"""	1943	47	" ""SOUTH MIDLAND"""	3	" ""CASH"""	30	56	A	3495	312	CRIME	2	2	3
134266:64	"uh, the state of wisconsin, as a matter of fact, uh, started some litigation against illinois because of the air pollution 0 we were getting *t*-1."	the air pollution 0 we were getting *t*-1	0 we were getting *t*-1	the state of wisconsin	started	the	pollution	nonempty	other	adjacent	definite	0	we	1pro	3		1435	" ""MALE"""	1947	43	" ""NORTHERN"""	2	" ""CASH"""	47	80	B	3596	313	WEATHER CLIMATE	1	1	1
14050:52	"so, i'm, i've been real pleased with the quality of the news 0 we get *t*-1,"	the news 0 we get *t*-1	0 we get *t*-1	i	have	the	news	nonempty	other	adjacent	definite	0	we	1pro	2		1018	" ""FEMALE"""	1962	28	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	9	12	A	2157	307	FOOTBALL	2	1	3
153366:34	"and, uh, i thought boy that sure looks like that pup 0 we gave *t*-1 away"	that pup 0 we gave *t*-1 away	0 we gave *t*-1 away	that boy	looks	that	pup	nonempty	other	adjacent	definite	0	we	1pro	3	"counted ""this"" and ""that"" as definite"	1606	" ""MALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""CASH"""	23	47	A	4103	357	FAMILY FINANCE	2	3	1
156675:42	i have ambivalent feelings because i don't think 0 it serves as a kind of deterrent 0 we would like *-1 to think 0 it is *t*-2.	a kind of deterrent 0 we would like *-1 to think 0 it is *t*-2	0 we would like *-1 to think 0 it is *t*-2	it	serves	a kind	deterrent	nonempty	other	adjacent	indefinite	0	we	1pro	7		1503	" ""MALE"""	1956	34	" ""WESTERN"""	2	" ""CASH"""	70	101	B	4153	323	CHILD CARE	1	1	1
163307:15	"and i know in the state 0 we were from *t*-1 that they did that t-, similar type thing."	the state 0 we were from *t*-1	0 we were from *t*-1	they	did	the	state	nonempty	other	adjacent	definite	0	we	1pro	3		1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	58	112	A	4347	366	CONSUMER GOODS	3	4	2
174578:48	"we should do it because, for, for the return 0 we get *t*-1 for it."	the return 0 we get *t*-1 for it	0 we get *t*-1 for it	we	do	the	return	nonempty	other	adjacent	definite	0	we	1pro	4		1496	" ""MALE"""	1970	20	" ""SOUTH MIDLAND"""	2	" ""CASH"""	18	32	B	4886	332	HOME REPAIRS	1	1	1
177308:21	"but, uh, the majority of the illegal immigration 0 we're getting *t*-1 now, they do not come here *-2 to blend into america."	the illegal immigration 0 we're getting *t*-1 now	0 we're getting *t*-1 now	they	come	the	immigration	nonempty	other	adjacent	definite	0	we	1pro	3		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
20146:51	"and, uh, so i think, uh, you know, 0 the, uh, embargo 0 we placed *t*-1 on the, uh, on the russian jews, although we mumblex of, uh, spent years and years, uh, *-5 lobbying for their release and their ability * to, um, immigrate from russia as soon as that occurred, we simply said that, uh, instead of the, uh, hundred and fifty thousand or so who *t*-2 wanted *-3 to immigrate to this country, we cut that by, uh, two thirds."	"the, uh, embargo 0 we placed *t*-1 on the, uh, on the russian jews"	"0 we placed *t*-1 on the, uh, on the russian jews"	we	spent	the	embargo	nonempty	other	adjacent	definite	0	we	1pro	6	"did not count the ""uh"" as part of the RC length"	1047	" ""MALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	191	293	A	2260	340	TAXES	3	3	1
2125:89	"we've budgeted the money that we used *-1 to spend, we were spending *t*-3 on a coda account with t i and then money 0 we were also buying stock with *t*-2 for that year,"	money 0 we were also buying stock with *t*-2 for that year	0 we were also buying stock with *t*-2 for that year	we	've	money	money	nonempty	other	adjacent	indefinite	0	we	1pro	8		1138	" ""FEMALE"""	1961	29	" ""SOUTH MIDLAND"""	2	" ""CASH"""	21	48	A	2022	357	FAMILY FINANCE	1	1	1
2198:257	"and they did an analysis *ich*-4 for us based on what we were putting *t*-1 in and the time frame that we wanted *-2 to look at *t*-3, and then gave us a good idea back, you know, some good information *ich*-6 back on whether or not we were going *-5 to achieve those goals, and, or not, and what we needed *-7 to do *t*-8 so that we could achieve them and the money 0 we could put *t*-9 in at what time."	the money 0 we could put *t*-9 in at what time	0 we could put *t*-9 in at what time	they	did	the	money	nonempty	other	adjacent	definite	0	we	1pro	7		1138	" ""FEMALE"""	1961	29	" ""SOUTH MIDLAND"""	2	" ""CASH"""	47	95	A	2022	357	FAMILY FINANCE	1	1	1
29172:34	they don't have *-1 to do sit-ups and push-ups and all that crap 0 we had *-3 to do *t*-2 when we were going to school *t*-4.	all that crap 0 we had *-3 to do *t*-2 when we were going to school *t*-4	0 we had *-3 to do *t*-2 when we were going to school *t*-4	they	do	that	crap	empty	other	adjacent	definite	0	we	1pro	10		1093	" ""FEMALE"""	1960	30	" ""NORTH MIDLAND"""	2	" ""GIFT"""	55	120	A	2397	364	HOBBIES AND CRAFTS	2	1	1
47360:55	i guess 0 they paired two women together on this call for a reason which *t*-1 is something 0 we can think about *t*-2 later	something 0 we can think about *t*-2 later	0 we can think about *t*-2 later	they	paired	something	something	empty	other	adjacent	pronoun	0	we	1pro	5		1123	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	3	" ""CASH"""	68	112	B	2539	358	FAMILY LIFE	2	3	2
5370:79	"and so it really made me question as to what, how do we know, you know, uh, if the news 0 we're getting *t*-2 is any good *t*-1."	the news 0 we're getting *t*-2	0 we're getting *t*-2	the news 0 we're getting *t*-2	know	the	news	nonempty	other	adjacent	definite	0	we	1pro	5		1152	" ""FEMALE"""	1947	43	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	25	44	A	2060	349	NEWS MEDIA	2	2	1
54262:30	"but, uh, what do you think *t*-3 about the mess that *t*-1's, 0 we've created *t*-2 in iraq?"	"the mess that *t*-1's, 0 we've created *t*-2 in iraq"	that's 0 we've created *t*-2 in iraq	you	think	the	mess	nonempty	other	adjacent	definite	0	we	1pro	4	"I counted from ""that"" because it appears that this is a transcription error. Is there any way to check? "	1211	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""CASH"""	174	364	A	2598	348	MOVIES	1	1	1
55242:76	"i went to lebanon in eighty-three, before the marines ever got there, with the u n peace keeping force. and with the training 0 i received *t*-1 prior to *-2 going there, with captured weapons 0 we kept *-3 running up against *t*-4."	captured weapons captured weapons 0 we kept *-3 running up against *t*-4.	captured weapons 0 we kept *-3 running up against *t*-4.	i	went	caputred	weapons	nonempty	other	adjacent	indefinite	0	we	1pro	5	"This was not in the original data, but I thought it might be useful. "	1014	" ""FEMALE"""	1947	43	" ""MIXED"""	1	" ""GIFT"""	26	62	B	2604	327	UNIVERSAL PBLIC SERV	2	1	1
62335:20	"oh, i just thought of something 0 we have *-1 to return *t*-2."	something 0 we have *-1 to return *t*-2	0 we have *-1 to return *t*-2	i	thought	something	something	empty	other	adjacent	pronoun	0	we	1pro	4		1251	" ""FEMALE"""	1945	45	" ""NORTHERN"""	2	" ""CASH"""	80	182	B	2667	356	EXERCISE AND FITNESS	1	1	1
65696:59	but again i'd like *-1 to see something on the other end back into education. but not in the education 0 we have *t*-2 today.	the education 0 we have *t*-2 today	0 we have *t*-2 today	I	like	the	education	nonempty	other	adjacent	definite	0	we	1pro	3		1084	" ""MALE"""	1959	31	" ""WESTERN"""	3	" ""GIFT"""	54	112	B	2717	322	CAPITAL PUNISHMENT	1	1	1
