Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Type	Adjacency	Type of Antecedent	Relativizer	RClength	CorrectedRClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
66047:44	"and, uh, there's just so many people that *t*-1 have bought jewelry, which *t*-2 is really a luxury item"	"jewelry, which *t*-2 is really a luxury item"	which *t*-2 is really a luxury item	*t*-1	have	jewelry	jewelry	nonempty	existential	adjacent	indefinite	that	7	9	"parser found second RC, which looks non-restrictive, but not this one"	1142	" ""MALE"""	1963	27	" ""NORTHERN"""	2	" ""GIFT"""	62	134	B	2719	356	EXERCISE AND FITNESS	2	3	1
66191:26	"but there, there are a couple of states that *t*-1 can *?*."	a couple of states that *t*-1 can *?*	that *t*-1 can *?*	there	are	a	couple	nonempty	existential	adjacent	indefinite	that	5	1		1142	" ""MALE"""	1963	27	" ""NORTHERN"""	2	" ""GIFT"""	104	236	B	2719	356	EXERCISE AND FITNESS	2	3	1
73559:32	"but on the other hand, there's a lot of injustice that *t*-1 needs *-2 to be, be changed *-3."	"injustice that *t*-1 needs *-2 to be, be changed *-3"	"that *t*-1 needs *-2 to be, be changed *-3"	there		injustice	injustice	nonempty	existential	adjacent	indefinite	that	9	7		1078	" ""MALE"""	1964	26	" ""MIXED"""	9	" ""GIFT"""	43	60	B	2828	353	PUBLIC EDUCATION	1	1	1
74645:9	there's one big one that *t*-1 has come off	one big one that *t*-1 has come off	that *t*-1 has come off	there		one	one	empty	existential	adjacent	indefinite	that	5	3		1087	" ""MALE"""	1958	32	" ""NORTHERN"""	3	" ""CASH"""	36	53	B	2836	312	CRIME	2	2	1
74665:31	"there is n-, there is a shut off valve that *t*-1's outside that *t*-2 doesn't work,"	a shut off valve that *t*-1's outside that *t*-2 doesn't work	that *t*-1's outside	there	is	a	valve	nonempty	existential	adjacent	indefinite	that	4	1	"two RCs in this example, so added an entry for this one"	1255	" ""MALE"""	1953	37	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	45	64	A	2836	312	CRIME	2	2	1
76294:21	"and i know that there were a lot of kids that *t*-1 were an awful lot smarter than me,"	a lot of kids that *t*-1 were an awful lot smarter than me	that *t*-1 were an awful lot smarter than me	there	were	a	lot	empty	existential	adjacent	indefinite	that	9	7		1238	" ""FEMALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""GIFT"""	23	37	A	2858	358	FAMILY LIFE	2	1	3
78599:9	there was a woman that *t*-1 was running for vice president for a while.	a woman that *t*-1 was running for vice president for a while	that *t*-1 was running for vice president for a while	there	was	a	woman	empty	existential	adjacent	indefinite	that	10	8		1244	" ""FEMALE"""	1937	53	" ""SOUTHERN"""	2	" ""CASH"""	31	51	A	2877	351	PETS	1	1	1
83092:126	"uh, i think that the judges should be left *-1 to do most of the sentencing, simply because, uh, there is always, uh, there is, there is always a jury that *t*-2 might be swayed *-3, uh, by the moment, uh, * to either to be too lenient or too vengeful, i guess 0 *t*-5."	"a jury that *t*-2 might be swayed *-3, uh, by the moment, uh, * to either to be too lenient or too vengeful"	"that *t*-2 might be swayed *-3, uh, by the moment, uh, * to either to be too lenient or too vengeful"	there	is	a	jury	nonempty	existential	adjacent	indefinite	that	21	19		1236	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	67	107	A	2969	361	GARDENING	2	1	1
83423:14	"but there's just some little difference that, um, *t*-1 causes it not to work an i-,"	"some little difference that, um, *t*-1 causes it not to work an i-"	"that, um, *t*-1 causes it not to work an i-"	there		some	difference	nonempty	existential	adjacent	indefinite	that	10	8		1260	" ""FEMALE"""	1953	37	" ""NORTH MIDLAND"""	2	" ""CASH"""	10	21	A	2970	312	CRIME	5	2	1
83437:9	"there's a metal piece that *t*-1 fits through the belts, uh,"	a metal piece that *t*-1 fits through the belts	that *t*-1 fits through the belts	there		a	piece	empty	existential	adjacent	indefinite	that	6	4		1260	" ""FEMALE"""	1953	37	" ""NORTH MIDLAND"""	2	" ""CASH"""	16	30	A	2970	312	CRIME	5	2	1
85729:143	"but i think 0 in a, in a way the war, uh, i think 0 in a way all, the involvement over there too, though, has shown a lot of people that there are a lot of people that *t*-1 don't follow what those few are doing *t*-2."	a lot of people that *t*-1 don't follow what those few are doing *t*-2	that *t*-1 don't follow what those few are doing *t*-2	there	are	a	lot	empty	existential	adjacent	indefinite	that	11	9		1279	" ""MALE"""	1935	55	" ""SOUTH MIDLAND"""	2	" ""CASH"""	25	34	A	3021	314	GUN CONTROL	1	1	1
86453:11	but there's an element that *t*-1 can't *?*.	an element that *t*-1 can't *?*	that *t*-1 can't *?*	there		an	element	nonempty	existential	adjacent	indefinite	that	6	1		1072	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""CASH"""	74	112	B	3030	306	RECIPES/FOOD/COOKING	1	1	1
86789:16	"there's pockets of violence that *t*-1 is so violent that they, uh,"	"violence that *t*-1 is so violent that they, uh"	"that *t*-1 is so violent that they, uh"	there		violence	violence	nonempty	existential	adjacent	indefinite	that	8	6		1001	" ""MALE"""	1940	50	" ""WESTERN"""	3	" ""GIFT"""	54	95	B	3038	348	MOVIES	2	2	2
86908:28	"but, ther-, there's a fellow that *t*-1 had called in and was lamenting about the,"	a fellow that *t*-1 had called in and was lamenting about the	that *t*-1 had called in and was lamenting about the	there		a	fellow	empty	existential	adjacent	indefinite	that	10	8		1188	" ""MALE"""	1944	46	" ""NORTH MIDLAND"""	3	" ""GIFT"""	22	37	B	3040	340	TAXES	2	2	2
95966:9	"there's a nice, nice train ride that *t*-1 goes up to the city of silverton where they used *-2 to do a lot of silver mining *t*-3."	"a nice, nice train ride that *t*-1 goes up to the city of silverton where they used *-2 to do a lot of silver mining *t*-3"	that *t*-1 goes up to the city of silverton where they used *-2 to do a lot of silver mining *t*-3	there		a	ride	nonempty	existential	adjacent	indefinite	that	21	19		1281	" ""FEMALE"""	1955	35	" ""NEW ENGLAND"""	3	" ""CASH"""	25	39	A	3097	329	WOMEN'S ROLES	3	3	1
96879:43	"it's a symptom that there's, there's a general illness that *t*-1 needs *-2 to be healed *-3."	a general illness that *t*-1 needs *-2 to be healed *-3	that *t*-1 needs *-2 to be healed *-3	there		a	illness	nonempty	existential	adjacent	indefinite	that	8	6		1328	" ""FEMALE"""	1949	41	" ""NORTH MIDLAND"""	3	" ""CASH"""	54	81	B	3103	329	WOMEN'S ROLES	3	1	1
102200:8	"uh, a waitress or waiter that *t*-2 waits the table, it *exp*-1's nice that they're attentive"	a waitress or waiter that *t*-2 waits the table	that *t*-2 waits the table	it *exp*-1	're	a	waiter	nonempty	lone head	adjacent	indefinite	that	5	3		1281	" ""FEMALE"""	1955	35	" ""NEW ENGLAND"""	3	" ""CASH"""	142	232	B	3146	316	RESTAURANTS	1	1	1
103030:38	"and they were doing an overview of los angeles, uh, from an area that *t*-1 was up higher"	an area that *t*-1 was up higher	that *t*-1 was up higher	they	were	an	area	nonempty	lone head	adjacent	indefinite	that	5	3		1290	" ""FEMALE"""	1952	38	" ""NORTHERN"""	3	" ""CASH"""	109	202	A	3152	308	MUSIC	1	1	1
103755:59	"well actually, i play, i play the violin in, in a string quartet that *t*-1 often plays at weddings."	a string quartet that *t*-1 often plays at weddings	that *t*-1 often plays at weddings	i	play	a	quartet	nonempty	lone head	adjacent	indefinite	that	6	4		1357	" ""FEMALE"""	1936	54	" ""NORTHERN"""	2	" ""CASH"""	17	25	A	3159	369	MAGAZINES	2	2	2
115442:19	"to another f-, a, uh, old indian fort that *t*-1's out there."	"a, uh, old indian fort that *t*-1's out there"	that *t*-1's out there			a	fort	nonempty	lone head	adjacent	indefinite	that	5	3		1389	" ""FEMALE"""	1971	19	" ""SOUTH MIDLAND"""	2	" ""CASH"""	131	214	A	3311	310	VACATION SPOTS	3	5	3
123541:15	"little, little oak tree that *t*-1 was dead, and * cut it up and split it mumblex."	little oak tree that *t*-1 was dead	that *t*-1 was dead	*	cut	little	tree	nonempty	lone head	adjacent	indefinite	that	4	2	"no article on singular count noun, so calling it indefinite not really justified"	1420	" ""MALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""CASH"""	19	29	A	3408	324	CHOOSING A COLLEGE	1	1	1
138566:9	"well, one thing that *t*-1's kind of different, too, though, a preschool than, than * taking a, a infant or to at a day-care where they're taken care of *-2 *t*-3."	"one thing that *t*-1's kind of different, too"	"that *t*-1's kind of different, too"			one	thing	empty	lone head	adjacent	indefinite	that	7	5		1313	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""CASH"""	52	89	B	3691	351	PETS	1	1	1
143904:110	"and, uh, it was only a sears card that they would take *t*-1 until i guess 0 they decided *-2 to join the club and come up with their own credit card, another credit card that *t*-3 was accepted *-4,"	another credit card that *t*-3 was accepted *-4	that *t*-3 was accepted *-4	*-2	join	another	card	nonempty	lone head	adjacent	indefinite	that	5	3		1438	" ""MALE"""	1959	31	" ""NORTH MIDLAND"""	3	" ""CASH"""	110	152	B	3821	304	CREDIT CARD USE	2	1	2
147116:48	"i think 0 the automobile *ich*-2 definitely is an area and any, any industry that *t*-1 burns, you know,"	"any industry that *t*-1 burns, you know"	"that *t*-1 burns, you know"	the automobile *ich*-2	is	any	industry	nonempty	lone head	adjacent	indefinite	that	5	3	RC truncated	1516	" ""MALE"""	1964	26	" ""WESTERN"""	2	" ""CASH"""	85	123	A	3993	350	PAINTING	1	2	3
151842:11	"uh, also one thing that *t*-1's helpful,"	one thing that *t*-1's helpful	that *t*-1's helpful			one	thing	empty	lone head	adjacent	indefinite	that	4	2		1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	9	9	A	4080	314	GUN CONTROL	1	3	1
152612:63	"in that it seems to me that they are swayed *-1 more *ich*-4 by emotion than, uh, by evidence that *t*-2's presented *-3."	evidence that *t*-2's presented *-3	that *t*-2's presented *-3	they	are	evidence	evidence	nonempty	lone head	adjacent	indefinite	that	5	3		1531	" ""MALE"""	1967	23	" ""NORTHERN"""	2	" ""CASH"""	63	83	A	4092	308	MUSIC	2	1	1
155700:43	"well, my, uh, grandmother's not really in a nursing home, but a retirement home that *t*-1 also has a nursing home sort of attached * to it."	a retirement home that *t*-1 also has a nursing home sort of attached * to it	that *t*-1 also has a nursing home sort of attached * to it	"my, uh, grandmother"		a	home	nonempty	lone head	adjacent	indefinite	that	13	11		1607	" ""MALE"""	1945	45	" ""NORTHERN"""	2	" ""CASH"""	13	34	B	4148	341	TRIAL BY JURY	2	1	3
161467:15	"uh, lot of stuff that *t*-1 actually has, uh, ended up *-2 becoming popular like, uh, nirvana and, uh, oh, you know,"	"stuff that *t*-1 actually has, uh, ended up *-2 becoming popular like, uh, nirvana and, uh, oh, you know"	"that *t*-1 actually has, uh, ended up *-2 becoming popular"			stuff	stuff	empty	lone head	adjacent	indefinite	that	10	8		1287	" ""MALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	68	110	B	4329	335	RECYCLING	2	2	3
164648:5	and a lot of people that *t*-1 are a danger to society that *t*-2 aren't in prison.	a lot of people that *t*-1 are a danger to society that *t*-2 aren't in prison	that *t*-1 are a danger to society			a	people	empty	lone head	adjacent	indefinite	that	7	5	"two RCs in this example, so added an entry for other one"	1533	" ""MALE"""	1965	25	" ""NORTH MIDLAND"""	3	" ""CASH"""	89	165	A	4363	307	FOOTBALL	3	1	1
20677:2	a machine that *t*-1 puts back grind tape on and off the waivers.	a machine that *t*-1 puts back grind tape on and off the waivers.	that *t*-1 puts back grind tape on and off the waivers			a	machine	nonempty	lone head	adjacent	indefinite	that	11	9		1026	" ""FEMALE"""	1957	33	" ""SOUTHERN"""	2	" ""GIFT"""	12	19	B	2275	339	TV PROGRAMS	1	2	1
29737:5	like fabric that *t*-1's been stiffened *-2.	fabric that *t*-1's been stiffened *-2	that *t*-1's been stiffened *-2			fabric	fabric	nonempty	lone head	adjacent	indefinite	that	6	2		1096	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	26	37	B	2405	325	COMPUTERS	2	1	1
33341:91	when you use corn starch in in gravy *t*-1 like you know when you have um chinese food *t*-2 that kind of a gravy or a sauce that *t*-3 comes with a lot of that	a sauce that *t*-3 comes with a lot of that	that *t*-3 comes with a lot of that			a	sauce	nonempty	lone head	adjacent	indefinite	that	8	6		1033	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	1	" ""CASH"""	7	13	A	2434	314	GUN CONTROL	2	1	1
36759:25	"but, um, i think 0 in an area that *t*-1's really thick with mosquitoes,"	an area that *t*-1's really thick with mosquitoes	that *t*-1's really thick with mosquitoes	i	think	an	area	nonempty	lone head	adjacent	indefinite	that	7	5		1115	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	5	15	A	2460	365	BASEBALL	1	1	1
46159:40	"and they changed it and gave us another game in the middle of another, you know, one that *t*-1 was going on."	"another, you know, one that *t*-1 was going on"	that *t*-1 was going on	they	changed	another	one	empty	lone head	adjacent	indefinite	that	5	3		1024	" ""MALE"""	1964	26	" ""NORTH MIDLAND"""	2	" ""GIFT"""	70	138	B	2526	320	BUYING A CAR	2	2	2
55330:6	"as a civilian that *t*-1's never been attached *-2 to any form of the military, i know 0 a lot of this stuff that i was involved in *t*-1, never did make the newspapers."	a civilian that *t*-1's never been attached *-2 to any form of the military	that *t*-1's never been attached *-2 to any form of the military	i	know	a	civilian	nonempty	lone head	adjacent	indefinite	that	13	11		1211	" ""MALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""CASH"""	67	109	A	2604	327	UNIVERSAL PBLIC SERV	2	1	1
61424:4	"any cat that *t*-1 comes near, and even a dog he won't, he won't jump at them or anything,"	any cat that *t*-1 comes near	that *t*-1 comes near	he	jump	any	cat	nonempty	lone head	adjacent	indefinite	that	4	2		1031	" ""FEMALE"""	1940	50	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	53	100	A	2657	327	UNIVERSAL PBLIC SERV	2	3	2
63667:52	"and then like, the week before that, they said * go through your cupboards and any food that *t*-1 is still good, * bring it in"	any food that *t*-1 is still good	that *t*-1 is still good	*	bring	any	food	nonempty	lone head	adjacent	indefinite	that	5	3		1092	" ""MALE"""	1960	30	" ""WESTERN"""	2	" ""GIFT"""	181	296	B	2676	313	WEATHER CLIMATE	3	3	3
72654:3	"a lot of people that *t*-1 work for me that *t*-2 can't even spell or read, you know."	a lot of people that *t*-1 work for me that *t*-2 can't even spell or read	that *t*-1 work for me			a	people	empty	lone head	adjacent	indefinite	that	5	3	"two RCs in this example, so added an entry for other one"	1254	" ""FEMALE"""	1961	29	" ""SOUTH MIDLAND"""	2	" ""CASH"""	143	239	A	2818	323	CHILD CARE	3	3	1
76235:68	"and so, they get put *-2 in, in, in our school system, in a class that *t*-1's limited *-3 for skills children that *t*-4 have, really have *-5 to master skills."	"a class that *t*-1's limited *-3 for skills children that *t*-4 have, really have *-5 to master skills"	"that *t*-1's limited *-3 for skills children that *t*-4 have, really have *-5 to master skills"	they	get	a	class	nonempty	lone head	adjacent	indefinite	that	17	15		1171	" ""MALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	210	276	B	2851	364	HOBBIES AND CRAFTS	3	4	2
80480:144	"well i, i've also been *-4 thinking about, after * looking at all these magazines, um, these design magazines and stuff, i'm thinking about maybe *-1 painting the bedroom walls too, in a color that *t*-2 will kind of, um, tie in our, um, our, um, our, uh, comforter, with a color that *t*-3's kind of a, um, burgundy and green and yellow and blue and beige floral design."	"a color that *t*-2 will kind of, um, tie in our, um, our, um, our, uh, comforter, with a color that *t*-3's kind of a, um, burgundy and green and yellow and blue and beige floral design"	"that *t*-2 will kind of, um, tie in our, um, our, um, our, uh, comforter, with a color that *t*-3's kind of a, um, burgundy and green and yellow and blue and beige floral design"	i	painting	a	color	nonempty	lone head	adjacent	indefinite	that	36	34		1002	" ""FEMALE"""	1963	27	" ""SOUTHERN"""	2	" ""GIFT"""	116	213	B	2913	348	MOVIES	2	2	1
80480:236	"well i, i've also been *-4 thinking about, after * looking at all these magazines, um, these design magazines and stuff, i'm thinking about maybe *-1 painting the bedroom walls too, in a color that *t*-2 will kind of, um, tie in our, um, our, um, our, uh, comforter, with a color that *t*-3's kind of a, um, burgundy and green and yellow and blue and beige floral design."	"a color that *t*-3's kind of a, um, burgundy and green and yellow and blue and beige floral design"	"that *t*-3's kind of a, um, burgundy and green and yellow and blue and beige floral design"	*t*-2	tie	a	color	nonempty	lone head	adjacent	indefinite	that	18	16		1002	" ""FEMALE"""	1963	27	" ""SOUTHERN"""	2	" ""GIFT"""	116	213	B	2913	348	MOVIES	2	2	1
87714:68	"and, uh, for instance all the, all the, the, uh, office buildings and stuff that *t*-1 are out here in, in, uh, north dallas as opposed to downtown,"	"stuff that *t*-1 are out here in, in, uh, north dallas as opposed to downtown"	"that *t*-1 are out here in, in, uh, north dallas as opposed to downtown"			stuff	stuff	empty	lone head	adjacent	indefinite	that	14	12		1292	" ""FEMALE"""	1942	48	" ""NORTH MIDLAND"""	3	" ""CASH"""	99	155	A	3045	325	COMPUTERS	1	1	1
91518:47	"um, well, where, where, for instance, um, a baudelaire poem that *t*-1 was written *-2, in the french and then has been translated *-2 into english by, various people."	"a baudelaire poem that *t*-1 was written *-2, in the french and then has been translated *-2 into english by, various people"	"that *t*-1 was written *-2, in the french and then has been translated *-2 into english by, various people"			a	poem	nonempty	lone head	adjacent	indefinite	that	19	17		1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	9	12	A	3073	339	TV PROGRAMS	2	1	1
94622:262	"* seeing the children in the school the way 0 i do *t*-1, i, i mean, i see the ones that, we can always tell the ones that *t*-2 have not been around children at all when they come in as three year olds *t*-6 as opposed to the ones that *t*-3 have been in the program, that *t*-4 started at twelve months maybe, and were were even in there one day a week which *t*-5 is all 0 our school provides *t*-7 for the, you know for the under three year olds"	"one day a week which *t*-5 is all 0 our school provides *t*-7 for the, you know for the under three year olds"	"which *t*-5 is all 0 our school provides *t*-7 for the, you know for the under three year olds"	*t*-4	started	one	ones	empty	lone head	adjacent	indefinite	that	19	15	three restrictive subject RCs; the parser found only a non-restrictive	1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	56	74	A	3088	354	DRUG TESTING	1	1	1
94622:262	"* seeing the children in the school the way 0 i do *t*-1, i, i mean, i see the ones that, we can always tell the ones that *t*-2 have not been around children at all when they come in as three year olds *t*-6 as opposed to the ones that *t*-3 have been in the program, that *t*-4 started at twelve months maybe, and were were even in there one day a week which *t*-5 is all 0 our school provides *t*-7 for the, you know for the under three year olds"	"one day a week which *t*-5 is all 0 our school provides *t*-7 for the, you know for the under three year olds"	"which *t*-5 is all 0 our school provides *t*-7 for the, you know for the under three year olds"	*t*-4	started	one	ones	empty	lone head	adjacent	indefinite	that	19	5	three restrictive subject RCs; the parser found only a non-restrictive	1285	" ""FEMALE"""	1939	51	" ""MIXED"""	2	" ""CASH"""	56	74	A	3088	354	DRUG TESTING	1	1	1
9/18/00 8:17	"uh, it's shown a history that, uh, *t*-1 sure beats anything else. over many, many years."	"a history that, uh, *t*-1 sure beats anything else. over many, many years"	"that, uh, *t*-1 sure beats anything else. over many, many years"	it	shown	a	history	nonempty	other	adjacent	indefinite	that	11	9		1096	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	40	76	B	2062	345	JOB BENEFITS	2	2	1
100695:64	"now if they don't, i hope 0 they have the flexibility * to be able *-1 to change a child that *t*-2 really is in need of counseling help if they absolutely refuse *-3 to work with them."	a child that *t*-2 really is in need of counseling help	that *t*-2 really is in need of counseling help	*-1	change	a	child	nonempty	other	adjacent	indefinite	that	9	7		1303	" ""FEMALE"""	1946	44	" ""NORTH MIDLAND"""	3	" ""CASH"""	95	134	A	3138	306	RECIPES/FOOD/COOKING	2	1	1
101214:39	"usually, you know, you'll find a, a woman that *t*-1's keeping like six children or four to six children in the home"	a woman that *t*-1's keeping like six children or four to six children in the home	that *t*-1's keeping like six children or four to six children in the home	you	know	a	woman	empty	other	adjacent	indefinite	that	15	13		1266	" ""FEMALE"""	1947	43	" ""NYC"""	3	" ""CASH"""	12	17	B	3142	316	RESTAURANTS	1	1	1
101588:57	"i bet 0 the mayonnaise in there makes it really, kind of gives it a tang that *t*-1 would be good."	a tang that *t*-1 would be good	that *t*-1 would be good	the mayonnaise in there	makes	a	tang	nonempty	other	adjacent	indefinite	that	5	3		1316	" ""FEMALE"""	1951	39	" ""NORTHERN"""	3	" ""CASH"""	36	59	A	3144	348	MOVIES	2	1	1
103090:29	"and, uh, at that point in time, one person that *t*-1 was a speaker brought up the topic of acid rain"	one person that *t*-1 was a speaker	that *t*-1 was a speaker	one person that *t*-1 was a speaker	brought	one	person	empty	other	adjacent	indefinite	that	5	3		1288	" ""MALE"""	1946	44	" ""NORTH MIDLAND"""	3	" ""CASH"""	4	12	B	3154	335	RECYCLING	2	2	3
104990:17	"and i grew up in an area that, uh, *t*-2 was just a few feet from a rather large lake,"	"an area that, uh, *t*-2 was just a few feet from a rather large lake"	"that, uh, *t*-2 was just a few feet from a rather large lake"	i	grew	an	area	nonempty	other	adjacent	indefinite	that	13	11		1318	" ""MALE"""	1956	34	" ""SOUTHERN"""	3	" ""CASH"""	18	38	B	3186	316	RESTAURANTS	3	1	1
105001:24	"couple of guys, uh, restored an old wooden boat that *t*-1 was built *-2 back in the mid-thirties and got a new canvas sail for it and had a real h-, big old four- foot center board that *t*-3 went down in the middle *-5 to keep you upright when the waves, or the wind came from the side *t*-4"	an old wooden boat that *t*-1 was built *-2 back in the mid-thirties	that *t*-1 was built *-2 back in the mid-thirties	couple of guys	restored	an	boat	nonempty	other	adjacent	indefinite	that	9	7		1379	" ""MALE"""	1933	57	" ""NORTHERN"""	2	" ""CASH"""	21	47	A	3186	316	RESTAURANTS	3	1	1
105331:58	"i think 0 our next car, i would like something like a, an economy car that *t*-1 gets really good mileage and, uh, one that *t*-2's really reliable."	an economy car that *t*-1 gets really good mileage	that *t*-1 gets really good mileage	i	like	an	car	nonempty	other	adjacent	indefinite	that	6	4		1324	" ""FEMALE"""	1954	36	" ""SOUTH MIDLAND"""	3	" ""CASH"""	61	90	A	3187	305	CARE OF THE ELDERLY	1	1	1
106089:34	"we wound up just *-3 choosing a, another mennonite nursing home that *t*-1 was easier 0 * to get into *t*-2."	another mennonite nursing home that *t*-1 was easier 0 * to get into *t*-2	that *t*-1 was easier 0 * to get into *t*-2	*-3	choosing	another	home	nonempty	other	adjacent	indefinite	that	10	8		1259	" ""FEMALE"""	1963	27	" ""SOUTH MIDLAND"""	2	" ""CASH"""	17	22	A	3201	335	RECYCLING	1	1	1
109498:12	"we moved from an apartment that *t*-1 was really small,"	an apartment that *t*-1 was really small	that *t*-1 was really small	we	moved	an	apartment	nonempty	other	adjacent	indefinite	that	5	3		1362	" ""FEMALE"""	1942	48	" ""NYC"""	3	" ""CASH"""	70	97	B	3242	354	DRUG TESTING	1	1	1
109915:45	"i, i just am fortunate because i don't know a real lot of moms that *t*-1 get *-2 to stay home,"	a real lot of moms that *t*-1 get *-2 to stay home	that *t*-1 get *-2 to stay home	i	do	a	moms	nonempty	other	adjacent	indefinite	that	7	5		1324	" ""FEMALE"""	1954	36	" ""SOUTH MIDLAND"""	3	" ""CASH"""	17	29	A	3246	353	PUBLIC EDUCATION	1	1	1
11063:27	"we, we just built a real big recycling center, that *t*-1 recycles everything imaginable"	"a real big recycling center, that *t*-1 recycles everything imaginable"	that *t*-1 recycles everything imaginable	we	built	a	center	nonempty	other	adjacent	indefinite	that	5	3	"punctuation suggests non-restrictive, but relativizer suggests restrictive"	1106	" ""FEMALE"""	1964	26	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	2	2	B	2111	335	RECYCLING	1	1	1
110838:19	"we, um, live in a district that *t*-1 has open classrooms,"	a district that *t*-1 has open classrooms	that *t*-1 has open classrooms	we	live	a	district	nonempty	other	adjacent	indefinite	that	5	3		1377	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	42	65	B	3256	322	CAPITAL PUNISHMENT	2	3	1
113578:81	"you know if they've been convicted *-1 and given *-1 an appeal and they're still convicted *-2 of, of a crime that *t*-3's deserving of, of a lethal injection, * let's do it and not waste so many years *-4 to do it."	"a crime that *t*-3's deserving of, of a lethal injection"	"that *t*-3's deserving of, of a lethal injection"	they	're	a	crime	nonempty	other	adjacent	indefinite	that	9	7		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	55	83	B	3294	336	RIGHT TO PRIVACY	2	2	3
11472:11	"this doctor discovers a drug that *t*-1 brings them back to the, the living, more or less,"	"a drug that *t*-1 brings them back to the, the living, more or less"	"that *t*-1 brings them back to the, the living, more or less"	this doctor	discovers	a	drug	nonempty	other	adjacent	indefinite	that	12	10		1026	" ""FEMALE"""	1957	33	" ""SOUTHERN"""	2	" ""GIFT"""	6	12	B	2113	348	MOVIES	1	1	1
116342:12	you sound like a girl that *t*-1 has it together.	a girl that *t*-1 has it together	that *t*-1 has it together	you	sound	a	girl	empty	other	adjacent	indefinite	that	5	3		1353	" ""MALE"""	1943	47	" ""MIXED"""	3	" ""NONE"""	74	117	B	3320	312	CRIME	2	2	3
116508:17	"and, if you see a situation that *t*-1 looks like it could be trouble, just * get out of it or call for help, whichever."	a situation that *t*-1 looks like it could be trouble	that *t*-1 looks like it could be trouble	you	see	a	situation	nonempty	other	adjacent	indefinite	that	8	6		1377	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	48	64	B	3324	358	FAMILY LIFE	2	2	2
12012:26	"i mean, i remember *-1 reading an article that *t*-2 said like, 0 it's, uh, the older polluters,"	"an article that *t*-2 said like, 0 it's, uh, the older polluters"	"that *t*-2 said like, 0 it's, uh, the older polluters"	*-1	reading	an	article	nonempty	other	adjacent	indefinite	that	11	9		1121	" ""MALE"""	1937	53	" ""NEW ENGLAND"""	2	" ""GIFT"""	75	137	A	2121	302	AIR POLLUTION	2	2	1
12022:33	"uh, when was the last time 0 you saw a truck that *t*-1 didn't belch, smoke, or, uh,"	"a truck that *t*-1 didn't belch, smoke, or, uh"	"that *t*-1 didn't belch, smoke, or, uh"	you	saw	a	truck	nonempty	other	adjacent	indefinite	that	8	6		1087	" ""MALE"""	1958	32	" ""NORTHERN"""	3	" ""CASH"""	80	141	B	2121	302	AIR POLLUTION	2	2	1
122403:88	"i, i know 0 when i, uh, was going to school *t*-1 it *exp*-3 wasn't uncommon for a teacher to strike a student that *t*-2 was misbehaving."	a student that *t*-2 was misbehaving	that *t*-2 was misbehaving	a teacher	strike	a	student	nonempty	other	adjacent	indefinite	that	4	2		1343	" ""MALE"""	1933	57	" ""SOUTH MIDLAND"""	3	" ""CASH"""	32	64	B	3393	313	WEATHER CLIMATE	5	1	1
124038:29	"oh. i remember though, like *-1 buying candy and stuff that *t*-2 was a lot less expensive than it is *?* now."	candy and stuff that *t*-2 was a lot less expensive than it is *?* now	that *t*-2 was a lot less expensive than it is *?* now	*-1	buying	candy	stuff	empty	other	adjacent	indefinite	that	13	11		1336	" ""FEMALE"""	1931	59	" ""SOUTH MIDLAND"""	2	" ""CASH"""	46	78	B	3411	320	BUYING A CAR	1	1	1
